No,[usec],,,
835,1043.75,-0.005984709,,
836,1045,-0.005966373,,
837,1046.25,-0.005961789,,
838,1047.5,-0.005948036,,
839,1048.75,-0.005925116,,
840,1050,-0.005902195,,
841,1051.25,-0.005893027,,
842,1052.5,-0.005897611,,
843,1053.75,-0.005897611,,
844,1055,-0.005893027,,
845,1056.25,-0.00587469,,
846,1057.5,-0.005856354,,
847,1058.75,-0.00585177,,
848,1060,-0.005842601,,
849,1061.25,-0.005828849,,
850,1062.5,-0.005801344,,
851,1063.75,-0.005778424,,
852,1065,-0.005764671,,
853,1066.25,-0.005750919,,
854,1067.5,-0.005732582,,
855,1068.75,-0.005727998,,
856,1070,-0.005709662,,
857,1071.25,-0.005682157,,
858,1072.5,-0.005659236,,
859,1073.75,-0.005650068,,
860,1075,-0.0056409,,
861,1076.25,-0.0056409,,
862,1077.5,-0.005617979,,
863,1078.75,-0.005599643,,
864,1080,-0.005590475,,
865,1081.25,-0.005572138,,
866,1082.5,-0.005558386,,
867,1083.75,-0.005549217,,
868,1085,-0.005521713,,
869,1086.25,-0.00550796,,
870,1087.5,-0.005498792,,
871,1088.75,-0.005494208,,
872,1090,-0.00548504,,
873,1091.25,-0.005475871,,
874,1092.5,-0.005448367,,
875,1093.75,-0.005416278,,
876,1095,-0.005397941,,
877,1096.25,-0.005393357,,
878,1097.5,-0.005379605,,
879,1098.75,-0.005370437,,
880,1100,-0.0053521,,
881,1101.25,-0.005333764,,
882,1102.5,-0.005320011,,
883,1103.75,-0.005306259,,
884,1105,-0.005283338,,
885,1106.25,-0.005265002,,
886,1107.5,-0.005232913,,
887,1108.75,-0.005214576,,
888,1110,-0.005200824,,
889,1111.25,-0.00519624,,
890,1112.5,-0.005187072,,
891,1113.75,-0.005168735,,
892,1115,-0.005136646,,
893,1116.25,-0.005127478,,
894,1117.5,-0.005109141,,
895,1118.75,-0.005095389,,
896,1120,-0.005077052,,
897,1121.25,-0.005049548,,
898,1122.5,-0.005022043,,
899,1123.75,-0.005008291,,
900,1125,-0.004999122,,
901,1126.25,-0.004989954,,
902,1127.5,-0.004967033,,
903,1128.75,-0.004953281,,
904,1130,-0.004921192,,
905,1131.25,-0.004902856,,
906,1132.5,-0.004889103,,
907,1133.75,-0.004879935,,
908,1135,-0.004861599,,
909,1136.25,-0.004838678,,
910,1137.5,-0.004815757,,
911,1138.75,-0.004797421,,
912,1140,-0.004779084,,
913,1141.25,-0.004765332,,
914,1142.5,-0.00475158,,
915,1143.75,-0.004737827,,
916,1145,-0.004710322,,
917,1146.25,-0.004687402,,
918,1147.5,-0.004669065,,
919,1148.75,-0.004650729,,
920,1150,-0.004623224,,
921,1151.25,-0.004595719,,
922,1152.5,-0.004568215,,
923,1153.75,-0.004545294,,
924,1155,-0.004536126,,
925,1156.25,-0.004522373,,
926,1157.5,-0.004490284,,
927,1158.75,-0.004467364,,
928,1160,-0.004453611,,
929,1161.25,-0.004430691,,
930,1162.5,-0.004421523,,
931,1163.75,-0.00440777,,
932,1165,-0.004380265,,
933,1166.25,-0.004375681,,
934,1167.5,-0.004366513,,
935,1168.75,-0.004361929,,
936,1170,-0.004343592,,
937,1171.25,-0.004320672,,
938,1172.5,-0.004297751,,
939,1173.75,-0.004279415,,
940,1175,-0.004270246,,
941,1176.25,-0.004265662,,
942,1177.5,-0.004256494,,
943,1178.75,-0.004242742,,
944,1180,-0.004228989,,
945,1181.25,-0.004210653,,
946,1182.5,-0.004201485,,
947,1183.75,-0.004192316,,
948,1185,-0.004178564,,
949,1186.25,-0.004160227,,
950,1187.5,-0.004141891,,
951,1188.75,-0.004137307,,
952,1190,-0.004137307,,
953,1191.25,-0.004137307,,
954,1192.5,-0.004128139,,
955,1193.75,-0.00411897,,
956,1195,-0.004100634,,
957,1196.25,-0.00409605,,
958,1197.5,-0.004082297,,
959,1198.75,-0.004077713,,
960,1200,-0.004068545,,
961,1201.25,-0.004054793,,
962,1202.5,-0.00404104,,
963,1203.75,-0.004027288,,
964,1205,-0.004013535,,
965,1206.25,-0.004004367,,
966,1207.5,-0.003990615,,
967,1208.75,-0.003976862,,
968,1210,-0.00396311,,
969,1211.25,-0.003958526,,
970,1212.5,-0.003949358,,
971,1213.75,-0.003949358,,
972,1215,-0.003935605,,
973,1216.25,-0.003926437,,
974,1217.5,-0.003908101,,
975,1218.75,-0.00388518,,
976,1220,-0.003880596,,
977,1221.25,-0.003866843,,
978,1222.5,-0.003843923,,
979,1223.75,-0.003825586,,
980,1225,-0.003821002,,
981,1226.25,-0.003821002,,
982,1227.5,-0.003821002,,
983,1228.75,-0.003811834,,
984,1230,-0.003788913,,
985,1231.25,-0.003765993,,
986,1232.5,-0.003765993,,
987,1233.75,-0.003761409,,
988,1235,-0.003761409,,
989,1236.25,-0.003747656,,
990,1237.5,-0.003733904,,
991,1238.75,-0.003715567,,
992,1240,-0.003706399,,
993,1241.25,-0.003701815,,
994,1242.5,-0.003701815,,
995,1243.75,-0.003692647,,
996,1245,-0.003678894,,
997,1246.25,-0.00365139,,
998,1247.5,-0.003642221,,
999,1248.75,-0.003642221,,
1000,1250,-0.003642221,,
1001,1251.25,-0.003623885,,
1002,1252.5,-0.003600964,,
1003,1253.75,-0.003582628,,
1004,1255,-0.003568875,,
1005,1256.25,-0.003559707,,
1006,1257.5,-0.003555123,,
1007,1258.75,-0.003536786,,
1008,1260,-0.00351845,,
1009,1261.25,-0.003509282,,
1010,1262.5,-0.003504698,,
1011,1263.75,-0.003495529,,
1012,1265,-0.003481777,,
1013,1266.25,-0.00346344,,
1014,1267.5,-0.003454272,,
1015,1268.75,-0.003445104,,
1016,1270,-0.003435936,,
1017,1271.25,-0.00344052,,
1018,1272.5,-0.003431352,,
1019,1273.75,-0.003417599,,
1020,1275,-0.003399263,,
1021,1276.25,-0.00338551,,
1022,1277.5,-0.003371758,,
1023,1278.75,-0.003358006,,
1024,1280,-0.003335085,,
1025,1281.25,-0.003321333,,
1026,1282.5,-0.00330758,,
1027,1283.75,-0.003302996,,
1028,1285,-0.003302996,,
1029,1286.25,-0.003293828,,
1030,1287.5,-0.003275491,,
1031,1288.75,-0.003247987,,
1032,1290,-0.003234234,,
1033,1291.25,-0.003225066,,
1034,1292.5,-0.003225066,,
1035,1293.75,-0.003225066,,
1036,1295,-0.003215898,,
1037,1296.25,-0.003197561,,
1038,1297.5,-0.003179225,,
1039,1298.75,-0.003160888,,
1040,1300,-0.003156304,,
1041,1301.25,-0.003147136,,
1042,1302.5,-0.003128799,,
1043,1303.75,-0.003110463,,
1044,1305,-0.003115047,,
1045,1306.25,-0.003105879,,
1046,1307.5,-0.003110463,,
1047,1308.75,-0.003101295,,
1048,1310,-0.003087542,,
1049,1311.25,-0.003069206,,
1050,1312.5,-0.003064622,,
1051,1313.75,-0.003050869,,
1052,1315,-0.003046285,,
1053,1316.25,-0.003023364,,
1054,1317.5,-0.003014196,,
1055,1318.75,-0.00299586,,
1056,1320,-0.00299586,,
1057,1321.25,-0.002982107,,
1058,1322.5,-0.002982107,,
1059,1323.75,-0.002968355,,
1060,1325,-0.002954603,,
1061,1326.25,-0.00294085,,
1062,1327.5,-0.00294085,,
1063,1328.75,-0.00294085,,
1064,1330,-0.002945434,,
1065,1331.25,-0.002936266,,
1066,1332.5,-0.00291793,,
1067,1333.75,-0.002908761,,
1068,1335,-0.002899593,,
1069,1336.25,-0.002881257,,
1070,1337.5,-0.002872088,,
1071,1338.75,-0.002858336,,
1072,1340,-0.002844584,,
1073,1341.25,-0.002839999,,
1074,1342.5,-0.002826247,,
1075,1343.75,-0.002807911,,
1076,1345,-0.002803326,,
1077,1346.25,-0.002794158,,
1078,1347.5,-0.002789574,,
1079,1348.75,-0.002775822,,
1080,1350,-0.002771238,,
1081,1351.25,-0.002762069,,
1082,1352.5,-0.002757485,,
1083,1353.75,-0.002748317,,
1084,1355,-0.002734565,,
1085,1356.25,-0.002725396,,
1086,1357.5,-0.002725396,,
1087,1358.75,-0.002716228,,
1088,1360,-0.002702476,,
1089,1361.25,-0.002684139,,
1090,1362.5,-0.002670387,,
1091,1363.75,-0.002661219,,
1092,1365,-0.002661219,,
1093,1366.25,-0.002661219,,
1094,1367.5,-0.002661219,,
1095,1368.75,-0.00265205,,
1096,1370,-0.002656634,,
1097,1371.25,-0.002665803,,
1098,1372.5,-0.002674971,,
1099,1373.75,-0.002679555,,
1100,1375,-0.002674971,,
1101,1376.25,-0.002661219,,
1102,1377.5,-0.002661219,,
1103,1378.75,-0.002656634,,
1104,1380,-0.002661219,,
1105,1381.25,-0.002661219,,
1106,1382.5,-0.002647466,,
1107,1383.75,-0.002638298,,
1108,1385,-0.002642882,,
1109,1386.25,-0.002642882,,
1110,1387.5,-0.002642882,,
1111,1388.75,-0.002638298,,
1112,1390,-0.00262913,,
1113,1391.25,-0.002619961,,
1114,1392.5,-0.002615377,,
1115,1393.75,-0.002610793,,
1116,1395,-0.002619961,,
1117,1396.25,-0.002615377,,
1118,1397.5,-0.002597041,,
1119,1398.75,-0.002583289,,
1120,1400,-0.002578705,,
1121,1401.25,-0.00257412,,
1122,1402.5,-0.002583289,,
1123,1403.75,-0.00257412,,
1124,1405,-0.002569536,,
1125,1406.25,-0.002569536,,
1126,1407.5,-0.002564952,,
1127,1408.75,-0.002560368,,
1128,1410,-0.002564952,,
1129,1411.25,-0.0025512,,
1130,1412.5,-0.002537447,,
1131,1413.75,-0.002523695,,
1132,1415,-0.002523695,,
1133,1416.25,-0.002528279,,
1134,1417.5,-0.002532863,,
1135,1418.75,-0.002537447,,
1136,1420,-0.002528279,,
1137,1421.25,-0.002528279,,
1138,1422.5,-0.002528279,,
1139,1423.75,-0.002532863,,
1140,1425,-0.002523695,,
1141,1426.25,-0.002519111,,
1142,1427.5,-0.002514527,,
1143,1428.75,-0.002523695,,
1144,1430,-0.002528279,,
1145,1431.25,-0.002537447,,
1146,1432.5,-0.002523695,,
1147,1433.75,-0.002505359,,
1148,1435,-0.002491606,,
1149,1436.25,-0.002487022,,
1150,1437.5,-0.002482438,,
1151,1438.75,-0.002482438,,
1152,1440,-0.00247327,,
1153,1441.25,-0.002464101,,
1154,1442.5,-0.002454933,,
1155,1443.75,-0.002454933,,
1156,1445,-0.002454933,,
1157,1446.25,-0.002464101,,
1158,1447.5,-0.002454933,,
1159,1448.75,-0.002436597,,
1160,1450,-0.002427428,,
1161,1451.25,-0.002432013,,
1162,1452.5,-0.002432013,,
1163,1453.75,-0.002427428,,
1164,1455,-0.002422844,,
1165,1456.25,-0.002413676,,
1166,1457.5,-0.00241826,,
1167,1458.75,-0.002422844,,
1168,1460,-0.002427428,,
1169,1461.25,-0.002427428,,
1170,1462.5,-0.00241826,,
1171,1463.75,-0.002409092,,
1172,1465,-0.002409092,,
1173,1466.25,-0.002413676,,
1174,1467.5,-0.002409092,,
1175,1468.75,-0.002399924,,
1176,1470,-0.002390755,,
1177,1471.25,-0.002386171,,
1178,1472.5,-0.002386171,,
1179,1473.75,-0.002381587,,
1180,1475,-0.002381587,,
1181,1476.25,-0.002372419,,
1182,1477.5,-0.002367835,,
1183,1478.75,-0.002372419,,
1184,1480,-0.002381587,,
1185,1481.25,-0.002390755,,
1186,1482.5,-0.00239534,,
1187,1483.75,-0.002390755,,
1188,1485,-0.002381587,,
1189,1486.25,-0.002377003,,
1190,1487.5,-0.002377003,,
1191,1488.75,-0.002381587,,
1192,1490,-0.002377003,,
1193,1491.25,-0.002367835,,
1194,1492.5,-0.002349498,,
1195,1493.75,-0.002349498,,
1196,1495,-0.002349498,,
1197,1496.25,-0.002344914,,
1198,1497.5,-0.00234033,,
1199,1498.75,-0.002331162,,
1200,1500,-0.002326578,,
1201,1501.25,-0.002331162,,
1202,1502.5,-0.002335746,,
1203,1503.75,-0.00234033,,
1204,1505,-0.002331162,,
1205,1506.25,-0.002317409,,
1206,1507.5,-0.002303657,,
1207,1508.75,-0.002294489,,
1208,1510,-0.002294489,,
1209,1511.25,-0.002289905,,
1210,1512.5,-0.002271568,,
1211,1513.75,-0.002257816,,
1212,1515,-0.002253232,,
1213,1516.25,-0.0022624,,
1214,1517.5,-0.002266984,,
1215,1518.75,-0.002271568,,
1216,1520,-0.002257816,,
1217,1521.25,-0.002257816,,
1218,1522.5,-0.002257816,,
1219,1523.75,-0.002257816,,
1220,1525,-0.002253232,,
1221,1526.25,-0.002253232,,
1222,1527.5,-0.002234895,,
1223,1528.75,-0.002216559,,
1224,1530,-0.002211975,,
1225,1531.25,-0.002207391,,
1226,1532.5,-0.002211975,,
1227,1533.75,-0.002211975,,
1228,1535,-0.002211975,,
1229,1536.25,-0.002216559,,
1230,1537.5,-0.002225727,,
1231,1538.75,-0.002221143,,
1232,1540,-0.002225727,,
1233,1541.25,-0.002216559,,
1234,1542.5,-0.002211975,,
1235,1543.75,-0.002216559,,
1236,1545,-0.002216559,,
1237,1546.25,-0.002211975,,
1238,1547.5,-0.002207391,,
1239,1548.75,-0.002211975,,
1240,1550,-0.002207391,,
1241,1551.25,-0.002202807,,
1242,1552.5,-0.002202807,,
1243,1553.75,-0.002207391,,
1244,1555,-0.002211975,,
1245,1556.25,-0.002207391,,
1246,1557.5,-0.002193638,,
1247,1558.75,-0.002193638,,
1248,1560,-0.002189054,,
1249,1561.25,-0.002207391,,
1250,1562.5,-0.002216559,,
1251,1563.75,-0.002216559,,
1252,1565,-0.002202807,,
1253,1566.25,-0.002211975,,
1254,1567.5,-0.002216559,,
1255,1568.75,-0.002234895,,
1256,1570,-0.00223948,,
1257,1571.25,-0.00223948,,
1258,1572.5,-0.002244064,,
1259,1573.75,-0.002257816,,
1260,1575,-0.002276153,,
1261,1576.25,-0.002299073,,
1262,1577.5,-0.002303657,,
1263,1578.75,-0.002308241,,
1264,1580,-0.002303657,,
1265,1581.25,-0.002312826,,
1266,1582.5,-0.002326578,,
1267,1583.75,-0.00234033,,
1268,1585,-0.002344914,,
1269,1586.25,-0.002349499,,
1270,1587.5,-0.002354083,,
1271,1588.75,-0.002363251,,
1272,1590,-0.002363251,,
1273,1591.25,-0.002367835,,
1274,1592.5,-0.002377003,,
1275,1593.75,-0.002381587,,
1276,1595,-0.002381587,,
1277,1596.25,-0.002390756,,
1278,1597.5,-0.002413676,,
1279,1598.75,-0.002427428,,
1280,1600,-0.002427428,,
1281,1601.25,-0.002436597,,
1282,1602.5,-0.002441181,,
1283,1603.75,-0.002454933,,
1284,1605,-0.002464101,,
1285,1606.25,-0.002468686,,
1286,1607.5,-0.00247327,,
1287,1608.75,-0.002477854,,
1288,1610,-0.002487022,,
1289,1611.25,-0.002491606,,
1290,1612.5,-0.002500774,,
1291,1613.75,-0.002514527,,
1292,1615,-0.002523695,,
1293,1616.25,-0.002523695,,
1294,1617.5,-0.002532863,,
1295,1618.75,-0.002542032,,
1296,1620,-0.002555784,,
1297,1621.25,-0.002564952,,
1298,1622.5,-0.00257412,,
1299,1623.75,-0.002578705,,
1300,1625,-0.002592457,,
1301,1626.25,-0.002601625,,
1302,1627.5,-0.002619962,,
1303,1628.75,-0.002619962,,
1304,1630,-0.00262913,,
1305,1631.25,-0.002633714,,
1306,1632.5,-0.002652051,,
1307,1633.75,-0.002674971,,
1308,1635,-0.002693308,,
1309,1636.25,-0.002697892,,
1310,1637.5,-0.002702476,,
1311,1638.75,-0.002711644,,
1312,1640,-0.002725397,,
1313,1641.25,-0.002734565,,
1314,1642.5,-0.002743733,,
1315,1643.75,-0.002743733,,
1316,1645,-0.002748317,,
1317,1646.25,-0.002757485,,
1318,1647.5,-0.002771238,,
1319,1648.75,-0.00278499,,
1320,1650,-0.002794158,,
1321,1651.25,-0.002803327,,
1322,1652.5,-0.002812495,,
1323,1653.75,-0.002830831,,
1324,1655,-0.002849168,,
1325,1656.25,-0.00286292,,
1326,1657.5,-0.00286292,,
1327,1658.75,-0.00286292,,
1328,1660,-0.00286292,,
1329,1661.25,-0.002872089,,
1330,1662.5,-0.002890425,,
1331,1663.75,-0.002899593,,
1332,1665,-0.002908762,,
1333,1666.25,-0.002913346,,
1334,1667.5,-0.002927098,,
1335,1668.75,-0.00294085,,
1336,1670,-0.002945435,,
1337,1671.25,-0.002945435,,
1338,1672.5,-0.002950019,,
1339,1673.75,-0.002954603,,
1340,1675,-0.002968355,,
1341,1676.25,-0.002982108,,
1342,1677.5,-0.003000444,,
1343,1678.75,-0.003009612,,
1344,1680,-0.003009612,,
1345,1681.25,-0.003005028,,
1346,1682.5,-0.003005028,,
1347,1683.75,-0.003018781,,
1348,1685,-0.003037117,,
1349,1686.25,-0.003050869,,
1350,1687.5,-0.003055454,,
1351,1688.75,-0.003064622,,
1352,1690,-0.003082958,,
1353,1691.25,-0.003096711,,
1354,1692.5,-0.003115047,,
1355,1693.75,-0.0031288,,
1356,1695,-0.003133384,,
1357,1696.25,-0.003147136,,
1358,1697.5,-0.003165473,,
1359,1698.75,-0.003183809,,
1360,1700,-0.003188393,,
1361,1701.25,-0.003192977,,
1362,1702.5,-0.003192977,,
1363,1703.75,-0.003197561,,
1364,1705,-0.003202146,,
1365,1706.25,-0.003215898,,
1366,1707.5,-0.00322965,,
1367,1708.75,-0.003234234,,
1368,1710,-0.003243403,,
1369,1711.25,-0.003257155,,
1370,1712.5,-0.003275492,,
1371,1713.75,-0.003298412,,
1372,1715,-0.003312164,,
1373,1716.25,-0.003312164,,
1374,1717.5,-0.003302996,,
1375,1718.75,-0.003312164,,
1376,1720,-0.003325917,,
1377,1721.25,-0.003344253,,
1378,1722.5,-0.003348837,,
1379,1723.75,-0.003358006,,
1380,1725,-0.003371758,,
1381,1726.25,-0.003380926,,
1382,1727.5,-0.003399263,,
1383,1728.75,-0.003422183,,
1384,1730,-0.003435936,,
1385,1731.25,-0.003435936,,
1386,1732.5,-0.003435936,,
1387,1733.75,-0.003449688,,
1388,1735,-0.00346344,,
1389,1736.25,-0.003472609,,
1390,1737.5,-0.003472609,,
1391,1738.75,-0.003486361,,
1392,1740,-0.003490945,,
1393,1741.25,-0.003504698,,
1394,1742.5,-0.003523034,,
1395,1743.75,-0.003532202,,
1396,1745,-0.003536786,,
1397,1746.25,-0.003536786,,
1398,1747.5,-0.003545955,,
1399,1748.75,-0.003550539,,
1400,1750,-0.003559707,,
1401,1751.25,-0.003573459,,
1402,1752.5,-0.003578044,,
1403,1753.75,-0.003582628,,
1404,1755,-0.003587212,,
1405,1756.25,-0.00359638,,
1406,1757.5,-0.003605548,,
1407,1758.75,-0.003605548,,
1408,1760,-0.003614717,,
1409,1761.25,-0.003614717,,
1410,1762.5,-0.003623885,,
1411,1763.75,-0.003633053,,
1412,1765,-0.003646805,,
1413,1766.25,-0.003655974,,
1414,1767.5,-0.003660558,,
1415,1768.75,-0.003665142,,
1416,1770,-0.003683478,,
1417,1771.25,-0.003701815,,
1418,1772.5,-0.003715567,,
1419,1773.75,-0.003715567,,
1420,1775,-0.003715567,,
1421,1776.25,-0.003724736,,
1422,1777.5,-0.003733904,,
1423,1778.75,-0.003747656,,
1424,1780,-0.003765993,,
1425,1781.25,-0.003775161,,
1426,1782.5,-0.003784329,,
1427,1783.75,-0.003798082,,
1428,1785,-0.00380725,,
1429,1786.25,-0.003821002,,
1430,1787.5,-0.003839339,,
1431,1788.75,-0.003843923,,
1432,1790,-0.003857675,,
1433,1791.25,-0.003871428,,
1434,1792.5,-0.003889764,,
1435,1793.75,-0.003912685,,
1436,1795,-0.003926437,,
1437,1796.25,-0.003935605,,
1438,1797.5,-0.003944774,,
1439,1798.75,-0.003958526,,
1440,1800,-0.003972278,,
1441,1801.25,-0.003986031,,
1442,1802.5,-0.004004367,,
1443,1803.75,-0.004013535,,
1444,1805,-0.004027288,,
1445,1806.25,-0.004050208,,
1446,1807.5,-0.004068545,,
1447,1808.75,-0.004082297,,
1448,1810,-0.004091466,,
1449,1811.25,-0.004114386,,
1450,1812.5,-0.004137307,,
1451,1813.75,-0.004151059,,
1452,1815,-0.004169396,,
1453,1816.25,-0.004187732,,
1454,1817.5,-0.0041969,,
1455,1818.75,-0.004201485,,
1456,1820,-0.004219821,,
1457,1821.25,-0.004238158,,
1458,1822.5,-0.004256494,,
1459,1823.75,-0.004270246,,
1460,1825,-0.004279415,,
1461,1826.25,-0.004279415,,
1462,1827.5,-0.004288583,,
1463,1828.75,-0.004302335,,
1464,1830,-0.004316088,,
1465,1831.25,-0.00432984,,
1466,1832.5,-0.004325256,,
1467,1833.75,-0.00432984,,
1468,1835,-0.004348177,,
1469,1836.25,-0.004361929,,
1470,1837.5,-0.00438485,,
1471,1838.75,-0.004403186,,
1472,1840,-0.004421523,,
1473,1841.25,-0.004430691,,
1474,1842.5,-0.004444443,,
1475,1843.75,-0.00446278,,
1476,1845,-0.0044857,,
1477,1846.25,-0.004490284,,
1478,1847.5,-0.004499453,,
1479,1848.75,-0.004513205,,
1480,1850,-0.004526957,,
1481,1851.25,-0.004536126,,
1482,1852.5,-0.004549878,,
1483,1853.75,-0.004549878,,
1484,1855,-0.004545294,,
1485,1856.25,-0.004554462,,
1486,1857.5,-0.00456363,,
1487,1858.75,-0.004572799,,
1488,1860,-0.004591135,,
1489,1861.25,-0.004600303,,
1490,1862.5,-0.004604888,,
1491,1863.75,-0.00461864,,
1492,1865,-0.004627808,,
1493,1866.25,-0.004646145,,
1494,1867.5,-0.004659897,,
1495,1868.75,-0.004664481,,
1496,1870,-0.004673649,,
1497,1871.25,-0.004691986,,
1498,1872.5,-0.004705738,,
1499,1873.75,-0.004728659,,
1500,1875,-0.004737827,,
1501,1876.25,-0.004742411,,
1502,1877.5,-0.004746995,,
1503,1878.75,-0.004756164,,
1504,1880,-0.004769916,,
1505,1881.25,-0.004788253,,
1506,1882.5,-0.004797421,,
1507,1883.75,-0.004792837,,
1508,1885,-0.004802005,,
1509,1886.25,-0.004811173,,
1510,1887.5,-0.00482951,,
1511,1888.75,-0.004847846,,
1512,1890,-0.004857014,,
1513,1891.25,-0.004866183,,
1514,1892.5,-0.004875351,,
1515,1893.75,-0.004889103,,
1516,1895,-0.00490744,,
1517,1896.25,-0.004925776,,
1518,1897.5,-0.004934945,,
1519,1898.75,-0.004948697,,
1520,1900,-0.004967033,,
1521,1901.25,-0.004980786,,
1522,1902.5,-0.004999122,,
1523,1903.75,-0.005012875,,
1524,1905,-0.005031211,,
1525,1906.25,-0.005049548,,
1526,1907.5,-0.005072468,,
1527,1908.75,-0.005095389,,
1528,1910,-0.005109141,,
1529,1911.25,-0.005122894,,
1530,1912.5,-0.005132062,,
1531,1913.75,-0.005145814,,
1532,1915,-0.005159567,,
1533,1916.25,-0.005182487,,
1534,1917.5,-0.005209992,,
1535,1918.75,-0.005228329,,
1536,1920,-0.005232913,,
1537,1921.25,-0.005246665,,
1538,1922.5,-0.005265002,,
1539,1923.75,-0.005283338,,
1540,1925,-0.005306259,,
1541,1926.25,-0.005324595,,
1542,1927.5,-0.005329179,,
1543,1928.75,-0.005338348,,
1544,1930,-0.005356684,,
1545,1931.25,-0.005384189,,
1546,1932.5,-0.005407109,,
1547,1933.75,-0.005416278,,
1548,1935,-0.005420862,,
1549,1936.25,-0.005434614,,
1550,1937.5,-0.005448367,,
1551,1938.75,-0.005457535,,
1552,1940,-0.005466703,,
1553,1941.25,-0.005480455,,
1554,1942.5,-0.00548504,,
1555,1943.75,-0.005503376,,
1556,1945,-0.005517128,,
1557,1946.25,-0.005540049,,
1558,1947.5,-0.005553801,,
1559,1948.75,-0.005567554,,
1560,1950,-0.005572138,,
1561,1951.25,-0.00558589,,
1562,1952.5,-0.005604227,,
1563,1953.75,-0.005622563,,
1564,1955,-0.005636316,,
1565,1956.25,-0.005645484,,
1566,1957.5,-0.005668405,,
1567,1958.75,-0.005691325,,
1568,1960,-0.005709662,,
1569,1961.25,-0.005723414,,
1570,1962.5,-0.005732582,,
1571,1963.75,-0.005737166,,
1572,1965,-0.005750919,,
1573,1966.25,-0.005760087,,
1574,1967.5,-0.005773839,,
1575,1968.75,-0.005783008,,
1576,1970,-0.005787592,,
1577,1971.25,-0.005783008,,
1578,1972.5,-0.00579676,,
1579,1973.75,-0.005810512,,
1580,1975,-0.005828849,,
1581,1976.25,-0.005842601,,
1582,1977.5,-0.00585177,,
1583,1978.75,-0.005860938,,
1584,1980,-0.00587469,,
1585,1981.25,-0.005883858,,
1586,1982.5,-0.005897611,,
1587,1983.75,-0.005911363,,
1588,1985,-0.005920531,,
1589,1986.25,-0.0059297,,
1590,1987.5,-0.005943452,,
1591,1988.75,-0.005961789,,
1592,1990,-0.005975541,,
1593,1991.25,-0.005989293,,
1594,1992.5,-0.005989293,,
1595,1993.75,-0.005998462,,
1596,1995,-0.006012214,,
1597,1996.25,-0.006021382,,
1598,1997.5,-0.006039719,,
1599,1998.75,-0.006044303,,
1600,2000,-0.006058055,,
1601,2001.25,-0.006071808,,
1602,2002.5,-0.006080976,,
1603,2003.75,-0.006103897,,
1604,2005,-0.006122233,,
1605,2006.25,-0.006126817,,
1606,2007.5,-0.006131401,,
1607,2008.75,-0.006149738,,
1608,2010,-0.00616349,,
1609,2011.25,-0.006177243,,
1610,2012.5,-0.006190995,,
